,ID,SentimentText,Affect Dimension,Intensity Class,Sentiment
1278,2017-En-30456,"“When we give cheerfully and accept gratefully, everyone is blessed.”―Maya Angelou",joy,1: low amount of joy can be inferred,1
1503,2017-En-30271,Not untill today has anyone ever said to me they remember what I had on over 7 years ago when they met me n liked me since #cutealert #happy,joy,2: moderate amount of joy can be inferred,2
1399,2017-En-30814,"Sometimes I watch shitty tv to reinforce never giving up cuz if something is that fucking awful on tv, I still stand a chance. ",joy,0: no joy can be inferred,0
627,2017-En-30416,@ashleynwinters I don't like the statement but I love the optimism,joy,1: low amount of joy can be inferred,1
126,2018-En-01533,@stolencarRSA What's the make so we can panic 😃,joy,0: no joy can be inferred,0
1314,2017-En-30828,I love my family so much #lucky #grateful #smartassfamily #hilarious #love,joy,3: high amount of joy can be inferred,3
183,2017-En-30661,@_Kdddd drop some off at 1133 cheery,joy,0: no joy can be inferred,0
701,2017-En-31249,that's my breezy breezy breezy that's my breezy that's my buzzinnnnnn.,joy,1: low amount of joy can be inferred,1
19,2018-En-01161,@LizYank This comparison makes me so happy. #flattered #engl678mu,joy,3: high amount of joy can be inferred,3
1330,2017-En-30054,You know you're in love when all you can do is smile whenever you talk about how he is to someone.,joy,3: high amount of joy can be inferred,3
1453,2017-En-31136,Skiving #Freshers2016 for a me day! #nails #sunbeds and #gym 😉💜👑 #priorities #student #studentnurse #pampered ,joy,2: moderate amount of joy can be inferred,2
1369,2017-En-30492,It breaks my heart seeing people down or upset.. I will try my best to make them smile or cheer them up 🤗,joy,1: low amount of joy can be inferred,1
1142,2017-En-31521,And thus begins my 2 week holiday! 😏😏\n#holiday #cheering #ghastinoir #rest,joy,3: high amount of joy can be inferred,3
1065,2017-En-30026,@WSJNordics You make the world a more joyful place. #TheNiceBot,joy,3: high amount of joy can be inferred,3
1051,2017-En-31549,"Beings in my physical reality are my reflection, so me being always joyful extends to their lives.",joy,1: low amount of joy can be inferred,1
1356,2017-En-31438,Woah. That overtime was exhilarating! Out of my seat and the hands on mackinnon wow #WCH2016,joy,3: high amount of joy can be inferred,3
239,2018-En-02633,Good Tuesday morning... Be the person who makes someone smile just at the thought of you.\n\nBe blessed and be a blessing!  #BBaBaB,joy,2: moderate amount of joy can be inferred,2
768,2017-En-30344,Live simply. Dream big. Be grateful. Give love. Laugh lots. - Unknown #quote #inspiration ,joy,1: low amount of joy can be inferred,1
232,2018-En-02706,Smile!!! #happy #smile,joy,3: high amount of joy can be inferred,3
1302,2017-En-31314,@MillieetylerX I thought everyday was a glee day??,joy,0: no joy can be inferred,0
815,2017-En-30396,Omg. You've got to watch the new series 'This is Us'.....wow. Best tv show I've seen in a long time.\n #tears  #moretears,joy,1: low amount of joy can be inferred,1
354,2017-En-30091,having a pet store worker ask 'do you want to play with them?' is the most exhilarating feeling,joy,3: high amount of joy can be inferred,3
1565,2017-En-31551,Like I said ➡ there's plenty of cheddar in the cheese to go around! For everyone. ☺ ,joy,3: high amount of joy can be inferred,3
10,2018-En-03345,"Sometimes, you just need to eat a delicious piece of chocolate to remind yourself that there's no need to be bitter. Sweetness redeems.",joy,2: moderate amount of joy can be inferred,2
509,2017-En-31269,"Do not #educate your child to be #rich, educate them to be #happy. So when they grow up, they'll know the #value of things, not the price.",joy,0: no joy can be inferred,0
265,2018-En-03821,@wengzyjb I don't even know na naa koy beautiful nightmare hahahaha oks,joy,1: low amount of joy can be inferred,1
1293,2017-En-30946,My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. How'd I get so lucky #lucky ,joy,3: high amount of joy can be inferred,3
76,2017-En-30337,@globemartyk 'drunken patroons' make this whole situation much more jovial though.,joy,2: moderate amount of joy can be inferred,2
1250,2017-En-31360,A warm #smile is the universal language of kindness William Arthur Ward #love #kindness,joy,2: moderate amount of joy can be inferred,2
877,2017-En-30031,@ADenkyirah Happy birthday! Hope you have a wonderful day filled with lots of joy and laughter &lt;3 (despite tumblr being a jerk- once again),joy,3: high amount of joy can be inferred,3
36,2018-En-03617,I've never been so excited to start a semester!,joy,3: high amount of joy can be inferred,3
1239,2017-En-31429,"A lot of positives tonight. A clean sheet, Payet got some free kick practice, Zaza looked lively and made a lot of good runs",joy,3: high amount of joy can be inferred,3
1522,2017-En-31266,@sophieRblake @SkySpeedway @Kelvin_Tatum @chrislouisIWSC no wonder Kelvin and Chris are smiling! 😍,joy,3: high amount of joy can be inferred,3
1189,2017-En-30537,Am I watching #BacheloretteAU or Zoolander ?  #samvrhys,joy,1: low amount of joy can be inferred,1
216,2017-En-31385,Lunatic Asylum: The place where optimism most flourishes.,joy,1: low amount of joy can be inferred,1
147,2017-En-31021,"Starting at 22 minutes, this week's @bestshow4life is straight-up paradigm shift level mirth.",joy,1: low amount of joy can be inferred,1
86,2018-En-03411,@OxandCart_UK @jamieoliver I made it too  #quickandeasyfood,joy,1: low amount of joy can be inferred,1
592,2017-En-30431,A cheerful heart is an unending banquet.- Proverbs (Mishle) 15:16,joy,1: low amount of joy can be inferred,1
446,2017-En-30241,What if.... the Metro LRT went over the Walterdale?!?! 😂 #yeg ,joy,2: moderate amount of joy can be inferred,2
1383,2017-En-30894,"@PhilGlutting Hey There Phil Glutting thank you for following us, it's appreciated :) #smile",joy,3: high amount of joy can be inferred,3
1459,2017-En-31593,I don't fuck with people who don't smile back at me in corridors,joy,0: no joy can be inferred,0
154,2017-En-30250,"I'm due for a big change! I've prayed on it, I think I deserve it #positivity ",joy,2: moderate amount of joy can be inferred,2
977,2017-En-30903,Old saying 'A #smile shared is one gained for another day' @YEGlifer @Scott_McKeen,joy,1: low amount of joy can be inferred,1
953,2017-En-30999,@DumTeeDum don't think Ian knew of Pavel. He knew about Charlie. I bet Rob will cackle with glee when he heard what has happened #thearchers,joy,0: no joy can be inferred,0
1608,2017-En-30483,@OilersFanSean yup I feel dirty cheering,joy,1: low amount of joy can be inferred,1
1581,2017-En-31607,"@selbsie yapyap! once upon a time, I was an avid fanfiction patron during my K-Pop heyday.",joy,2: moderate amount of joy can be inferred,2
551,2017-En-31107,"#happiness #recipe: an open mind, #laughter, a kind #heart &amp; #optimism",joy,3: high amount of joy can be inferred,3
838,2017-En-31614,"While I was walking, a little boy in a red shirt(5/6 years of age) shouting from a distance of 3 meters, in a jovial manner saying...",joy,2: moderate amount of joy can be inferred,2
252,2017-En-30135,@LindseySanford @simplymeasured this makes me giggle with glee!,joy,3: high amount of joy can be inferred,3
188,2017-En-30193,Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up. #laughter #comedy #maybeoneday #hopefullyfunny #LOL,joy,2: moderate amount of joy can be inferred,2
558,2017-En-30972,"#Quoteoftheday\r\r'If you don't do #wild things while you're young, you'll have nothing to #smile about when you're old.'\r\r#dailyquote #quotes",joy,1: low amount of joy can be inferred,1
1612,2017-En-31092,Watching @melissamccarthy in #Spy she's one of Favorite actresses! Last night I was watching her #theboss #hilarious I just want to meet her,joy,3: high amount of joy can be inferred,3
1513,2017-En-30544,@veggiesausage that happens...u will be ok tomorrow cheer it up..Don't give up no no no😝😝😝,joy,0: no joy can be inferred,0
472,2017-En-30008,Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much ,joy,3: high amount of joy can be inferred,3
1088,2017-En-30490,The neighbor dancing in the Clayton Homes commercial is me. ,joy,1: low amount of joy can be inferred,1
1076,2017-En-31334,@lizbon @anomalily @gerikkransky Sorry for the levity if at all inappropriate but this combined with my love of Charlotte reminds me rn...,joy,0: no joy can be inferred,0
334,2017-En-31458,"@JaredWyand Trump wasn't laughing anyway, his expression never changed, he was smiling because it was a moment of levity, nothing racist!",joy,0: no joy can be inferred,0
1550,2017-En-30502,i'm doing laundry and watching that 70's show with a bunch of strangers.  #birthday #to #me,joy,1: low amount of joy can be inferred,1
1156,2017-En-30140,Zephaniah 3:17 He surely is rejoicing over us with singing...such romance and so needed today!!,joy,3: high amount of joy can be inferred,3
1436,2017-En-31367,@sardesairajdeep @narendramodi. U seem 2 b more happy abt the dvlpt Nything dat fails for Modi make u elated even @the cost of de country?,joy,0: no joy can be inferred,0
1206,2017-En-31240,@1barkcom Thank you for the #follow. Looking forward to your tweets as they look entertaining! #smile #socialmedia,joy,2: moderate amount of joy can be inferred,2
118,2017-En-30377,- the joyous occasion of laughing at the ostentatious display of disrespect. Bruce just scoffed at the entire scene. This wasn't Batman’s -,joy,1: low amount of joy can be inferred,1
950,2017-En-30407,Watch this amazing live.ly broadcast by @ittzdevin  #musically,joy,1: low amount of joy can be inferred,1
203,2017-En-31544,ari looks hilarious oh my g d this is too much,joy,3: high amount of joy can be inferred,3
1427,2017-En-31609,To tell the truth and make someone cry is better than to tell a lie and make someone smile. #truth #lie #cry #smile #offalonehugots,joy,0: no joy can be inferred,0
1099,2017-En-30147,@Norn_IronMaiden @forest_fr1ends It's hilarious,joy,3: high amount of joy can be inferred,3
992,2017-En-31132,The #most wasteful day is a #day without #laughter,joy,1: low amount of joy can be inferred,1
780,2017-En-30507,@tunaeP_ cheer up☺️,joy,1: low amount of joy can be inferred,1
163,2018-En-03483,So #glad all four of our #top picks got through on #AGT,joy,2: moderate amount of joy can be inferred,2
1248,2017-En-30244,@TheeCurrentYear @Sargon_of_Akkad this is too much hilarity for one day,joy,2: moderate amount of joy can be inferred,2
922,2017-En-30213,All in all a pleasing night down The Lane .  .  .  On to the next round &amp; bring on Liverpool at Anfield! #COYS,joy,2: moderate amount of joy can be inferred,2
1604,2017-En-30597,"•Days!'\nHe was itching for a fight..itching for the exhilaration of battle, of almost getting defeated, the adrenaline pumping•\n@RojinHitto",joy,0: no joy can be inferred,0
661,2017-En-31291,@1xfly you sir are hilarious,joy,2: moderate amount of joy can be inferred,2
411,2017-En-31590,I got so much fan's on here! Y'all and vixx keep me smiling ❤❤❤,joy,3: high amount of joy can be inferred,3
453,2017-En-31131,"@Harry_Styles you're the smile to my face and the beat to my heart. Thanks for being kind as much as you can be. Mind following me?💓 96,127",joy,3: high amount of joy can be inferred,3
1346,2017-En-30385,#LMFAO @MSNBC 's #racepimp Tamron Hall used the words 'fscts' and 'MSNBC' in the same sentence #hilarity #libtard #biasedmedia #neverHillary,joy,1: low amount of joy can be inferred,1
78,2017-En-31302,IDC predicts that by 2020 the term cloud will no longer be used...'\n\nIT Managers and Administrators everywhere will rejoice.,joy,0: no joy can be inferred,0
974,2017-En-31179,Love your new show @driverminnie  #hilarious,joy,3: high amount of joy can be inferred,3
1283,2017-En-31230,"When ya'll talkin about you know who I don't know who ya'll talkin bout, I'm on the new shit....chuckin up ma deuces......🔥🔥 #kanye ",joy,0: no joy can be inferred,0
1000,2017-En-30756,The joyful tambourines have ceased. The noise of the jubilant has stopped. The joyful lyre has ceased. -Isaiah 24:8,joy,0: no joy can be inferred,0
1042,2017-En-30287,@kymwhitley hello Miss Lady I'm sure today brings you happiness and laughter use your voice also to make us laugh  god knows we need it,joy,2: moderate amount of joy can be inferred,2
737,2017-En-31396,Melissa Benoist and Grant Gustin HAVE to do a musical crossover episode! #glee origins #arrowverse,joy,2: moderate amount of joy can be inferred,2
236,2017-En-31142,"How wonderful to see a show with a token man for once! #GlasgowGirls was uproarious, gleeful, important &amp; uplifting. Go see @stratfordeast!",joy,2: moderate amount of joy can be inferred,2
389,2017-En-30914,#twd comes on soon #happy,joy,3: high amount of joy can be inferred,3
862,2017-En-30296,#smile every morning to a positive head start with your #clients relations,joy,2: moderate amount of joy can be inferred,2
846,2017-En-31237,May the optimism of tomorrow be your foundation for today.,joy,2: moderate amount of joy can be inferred,2
144,2018-En-03563,@Ginoceno Great prediction bro! Nice optimism #FAKEFAN,joy,1: low amount of joy can be inferred,1
1432,2017-En-30216,@beingbrilliant @johnmurrays you're welcome. It's genuinely made me give my head a wobble and realise what's important in life.  #smiling,joy,2: moderate amount of joy can be inferred,2
872,2017-En-30194,"I like talking to someone who makes me laugh, laughter is the best medicine",joy,2: moderate amount of joy can be inferred,2
258,2017-En-31049,"Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n#x33 #smile",joy,2: moderate amount of joy can be inferred,2
1085,2017-En-30361,It is no coincidence that Lacan recorded infants' jubilant reactions to their mirror images in the noise.,joy,1: low amount of joy can be inferred,1
540,2017-En-31608,To tell the truth and make someone cry is better than to tell a lie and make someone smile. #truth #lie #cry  #offalonehugots,joy,0: no joy can be inferred,0
279,2018-En-02830,@Danger_McLovin Well done! 😀 (your twins Charlii and Cadance),joy,2: moderate amount of joy can be inferred,2
140,2018-En-01717,Literally work almost everyday can't wait to start my PT #blessed 🙏💙,joy,2: moderate amount of joy can be inferred,2
729,2017-En-31133,The #most wasteful day is a #day without ,joy,0: no joy can be inferred,0
229,2017-En-30516,@melsey6 oh good girl hope she is cheerful,joy,1: low amount of joy can be inferred,1
1524,2017-En-30717,@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner? ,joy,0: no joy can be inferred,0
482,2017-En-31410,Your attitude toward your struggles is equally as important as your actions to work through them. #optimism,joy,1: low amount of joy can be inferred,1
963,2017-En-31063,"@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? ",joy,1: low amount of joy can be inferred,1
50,2018-En-00309,@morninggloria I came for the 'damn boy' jokes but stayed because you are great at your actual job 👍🏾,joy,1: low amount of joy can be inferred,1
1019,2017-En-31224,"Luke 1:14\nHe will be a joy and delight to you, and many will rejoice because of his birth",joy,2: moderate amount of joy can be inferred,2
277,2017-En-31193,I'm always smiling so that's why I'm always happy 😂,joy,3: high amount of joy can be inferred,3
40,2017-En-31398,in love with @BarberCeleste  insta!!!... #hilarious,joy,3: high amount of joy can be inferred,3
1107,2017-En-31192,Come and join in with #cakeclubhour tomorrow afternoon from 3pm! #bizhour ,joy,1: low amount of joy can be inferred,1
111,2017-En-31344,"May a man live well-, and long-enough, to leave many joyful widows behind him.",joy,2: moderate amount of joy can be inferred,2
586,2017-En-30488,A good thing about being sick is that coughing is like an ab workout. Maybe my abs will be more defined by the time I'm better 😂😅 #optimism,joy,1: low amount of joy can be inferred,1
840,2017-En-30160,Day 9 and I am elated because I'm taking PTO tomorrow so I'm doneeeee. But:,joy,3: high amount of joy can be inferred,3
156,2017-En-31408,Always hurting somewhere..... ALWAYS tired ....when are you lively ??,joy,0: no joy can be inferred,0
542,2017-En-30545,"Update: I have yet to hang out with @MisElizaJane, but I'm still hopeful! ",joy,0: no joy can be inferred,0
1430,2017-En-31148,"@dee5479 Electro Set was pure enjoyment &amp; exhilarating, captivating, &amp; Poetic, Raw, exciting ..,",joy,3: high amount of joy can be inferred,3
455,2017-En-20601,Research has determined 70% of #laughter is actually #anxiety.,joy,0: no joy can be inferred,0
204,2017-En-30393,Just now we were rejoicing that we finally won a match the draw just revealed that we are facing city next. This life sef,joy,1: low amount of joy can be inferred,1
1073,2017-En-30728,#LMFAO @MSNBC 's #racepimp Tamron Hall used the words 'fscts' and 'MSNBC' in the same sentence  #libtard #biasedmedia #neverHillary,joy,0: no joy can be inferred,0
405,2017-En-31025,alternate reality where @PoetryFound has a comments section and you can give poems a cheery thumbs up or a disappointed thumbs down,joy,0: no joy can be inferred,0
1083,2017-En-30041,@shwood @mpforstein OMD you 2 are cracking me up! Thanks for the follow Brian. I need some levity to balance the cynicism I share w/Michael😀,joy,3: high amount of joy can be inferred,3
926,2017-En-30352,15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga  #stretch,joy,1: low amount of joy can be inferred,1
170,2018-En-03662,"After sleeping past noon, I look out the window to see my hotel has a HOT TUB!!!!! #bliss",joy,3: high amount of joy can be inferred,3
51,2018-En-03064,Today is 71117. 😀,joy,1: low amount of joy can be inferred,1
184,2017-En-30266,@KWAYNTjoia it's exhilarating,joy,2: moderate amount of joy can be inferred,2
916,2017-En-30270,#smile is the #respect we give everyone.,joy,2: moderate amount of joy can be inferred,2
1046,2017-En-31056,#survivor is back! #SurvivorMillennialsVsGenX so happy to see you @JeffProbst #happy,joy,2: moderate amount of joy can be inferred,2
726,2017-En-30582,"Cover it up with a smile, maybe it'll get better",joy,0: no joy can be inferred,0
864,2017-En-30983,"I'm moving this weekend &amp; my sugar daddy will replace it so, it is what it is. Niggas still happy.",joy,1: low amount of joy can be inferred,1
676,2017-En-31303,Too fucking playful,joy,0: no joy can be inferred,0
1235,2017-En-30866,A #new day to #live and #smile. Hope all the #followers a nice #night or #day. :D,joy,3: high amount of joy can be inferred,3
400,2017-En-30468,Watch this amazing live.ly broadcast by @thebrandonrobert #lively #musically,joy,1: low amount of joy can be inferred,1
112,2017-En-30032,LOVE LOVE LOVE  #fun #relaxationiskey,joy,3: high amount of joy can be inferred,3
683,2017-En-31186,We have been a better second half team this season. So there's that. ,joy,0: no joy can be inferred,0
262,2017-En-31005,jk. started this week strong and it's still going strong. ,joy,2: moderate amount of joy can be inferred,2
1017,2017-En-31200,"@jmomahony thank you for your support, but it was not an attempt at levity.",joy,0: no joy can be inferred,0
302,2017-En-31406,Your future is bright. #Remember,joy,2: moderate amount of joy can be inferred,2
901,2017-En-30889,How can l rule my mind !!!!!! \nIt's hilarious that you can't 😭😑😮,joy,0: no joy can be inferred,0
1382,2017-En-30579,@Devilligan It's a beautifully sincere balancing act of grief and hilarity.,joy,0: no joy can be inferred,0
1133,2017-En-30364,"Another joyful encounter in Tribez &amp; Castlez! I just met Mouchole, Ogre Cook! Do you want to know who that is? Download the game and find...",joy,1: low amount of joy can be inferred,1
1229,2017-En-30223,"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #lol  #punny",joy,2: moderate amount of joy can be inferred,2
1502,2017-En-30338,Watch this amazing live.ly broadcast by @flydudern #lively #musically,joy,1: low amount of joy can be inferred,1
899,2017-En-31045,"Every time people push #Prescription Pot, prohibitionists rub their hands with #glee because U hand them #Cannabis &amp; yourself into #slavery.",joy,0: no joy can be inferred,0
868,2017-En-30531,The Quarterback' wrecks me every time.. #glee,joy,1: low amount of joy can be inferred,1
87,2018-En-01417,@AKSongstress one of GH finest energetic #dancehall act #blessing in disguise 🙏 so so prolific 🙏,joy,2: moderate amount of joy can be inferred,2
96,2018-En-04070,"bonless sirlion tips,mixed veggies browngravy &amp; homemade mashed potatoes #inthekitchen  #latenightmunchies #yummy #getuagirlthatcancook",joy,1: low amount of joy can be inferred,1
716,2017-En-31196,Happy #internationaldayofpeace everyone hoping that the world becomes a better place less division more happiness keep smiling. 😄😄❤️,joy,3: high amount of joy can be inferred,3
1307,2017-En-30173,@sidviyer uff!! Look at your Arsenal fans cheering for every goal against United. haha,joy,2: moderate amount of joy can be inferred,2
903,2017-En-30233,A hearty welcome to those who followed me.,joy,2: moderate amount of joy can be inferred,2
905,2017-En-31295,Just died from laughter after seeing that😂😭😂😭,joy,3: high amount of joy can be inferred,3
325,2017-En-30136,Live simply. Dream big. Be grateful. Give love. Laugh lots. - Unknown #quote #inspiration #happy,joy,3: high amount of joy can be inferred,3
1186,2017-En-30093,Currently listening to @ScottFoxonair &amp; @KatCallaghan @Z1035Toronto podcasts!! Can you guys please move to #yvr ? #hilarious #missyou,joy,3: high amount of joy can be inferred,3
1316,2017-En-30268,Optimism leads to success. - Bill Kerr @Coach__Kerr #success  #goals,joy,2: moderate amount of joy can be inferred,2
203,2018-En-03633,"I feel like I should be watching #glee, but #glee will just make me cry and I'm trying to remember happy times",joy,0: no joy can be inferred,0
129,2017-En-31093,@BjerkeDanielle @FunnySayings lol that's hilarious,joy,3: high amount of joy can be inferred,3
125,2018-En-02739,HAPPY BIRTHDAY TO THE PANDERIFIC PANDA IK.@TheOrionSound I hope you have an amazing day Oli i love u so much and i ❤️ur vids they make me 😃,joy,3: high amount of joy can be inferred,3
906,2017-En-30224,Watch this amazing live.ly broadcast by @iamjustinburke #lively #musically,joy,2: moderate amount of joy can be inferred,2
261,2017-En-30954,I just want to let everyone out there know you are wonderful people! #beyourself   #late-night #compliment #behappy,joy,3: high amount of joy can be inferred,3
413,2017-En-30461,I assume that people pick up on my joviality coz I lol a lot but it's just not working. Maybe I need to get heavy handed with emoticons? Ha,joy,1: low amount of joy can be inferred,1
1237,2017-En-30908,"&amp; as much as I hate for a dude to cheat, women forego pleasing their man, they get lazy &amp; men get lazy &amp; then it's just pointless",joy,0: no joy can be inferred,0
390,2017-En-30615,Do not truck the delight; delight the truck.,joy,0: no joy can be inferred,0
88,2018-En-03476,"@neobrainless So... Lots of pretty coloured blobs of sugar? I mean I'm willing to try it, I'm just not sure I understand the point of it 😅",joy,1: low amount of joy can be inferred,1
1327,2017-En-30229,Go follow me on Musically @budderlordk1ng I am making a lively. Come and join BFFing and Following ;) See you there!,joy,2: moderate amount of joy can be inferred,2
595,2017-En-31267,"- blood and mucus and he chokes and has to swallow, mirth cut too short. 'Wrong answer.' It takes some awkward movements - @PersuasiveFuck",joy,0: no joy can be inferred,0
1365,2017-En-31467,@Nick_Offerman &amp; @MeganOMullally 's #Summerof69 show was raw sexuality and pure #mirth ! Thanks for the belly laughs and butt sex japes!,joy,3: high amount of joy can be inferred,3
238,2018-En-00357,@azizansari Just finished season 2 of #MasterofNone. You are a gifted storyteller! #charming #cinematography #hilarious,joy,2: moderate amount of joy can be inferred,2
505,2017-En-30259,"Ooh #hygge, candles, jasmine tea &amp; #GBBO #happy",joy,2: moderate amount of joy can be inferred,2
986,2017-En-31605,You head north and arrive at a breezy cave. It smells sweet. You glance at your watch; you're running 15 minutes late.,joy,0: no joy can be inferred,0
484,2017-En-31276,I WANNA GET UP AND DANCE!!!! (but everyone is in bed) this sucks! Everyone wake up!! 😯 #hyper #happy #letsdance #dirtydancinginthemoonlight👌,joy,3: high amount of joy can be inferred,3
20,2018-En-03033,#wtf what a #wonderful idea \nyou've all bought your tweets and likes that's pretty pointless for Me #bye #bye #Twat,joy,0: no joy can be inferred,0
1091,2017-En-30611,Misery loves company. The church ought to be a place where it finds none.\n-Pastor Kris Theobald #joy #rejoice,joy,0: no joy can be inferred,0
158,2018-En-03386,I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml 💞,joy,3: high amount of joy can be inferred,3
556,2017-En-30910,@GOT7Official @jrjyp happy birthday jin young!!!!!! #PrinceJinyoungDay  #happyjinyoungday #got7 #happy #birthday,joy,3: high amount of joy can be inferred,3
994,2017-En-30474,Watch this amazing live.ly broadcast by @ittzdevin #lively #musically,joy,1: low amount of joy can be inferred,1
207,2017-En-30410,#ukedchat A4 Just go outside (or to the gym hall) and play! \n#education #playful #learning,joy,1: low amount of joy can be inferred,1
610,2017-En-31426,"I want my highlight to be so bright that if I ever get lost and someone is looking for me in the dark, they'll find me.",joy,0: no joy can be inferred,0
857,2017-En-31293,To give cheerfully.,joy,1: low amount of joy can be inferred,1
1552,2017-En-30875,@harrietemmett great minds think alike. ,joy,1: low amount of joy can be inferred,1
33,2018-En-01936,Serious-looking folks suffer from unused smile muscles \n\n #behappy  #hatersgonnahate,joy,0: no joy can be inferred,0
944,2017-En-30453,Benefit out exhilaration called online backing off: JkUVmvQXY,joy,1: low amount of joy can be inferred,1
198,2018-En-01863,@NisaLocally @CocaCola_GB thanks love share a coke and holiday with my family  #smile for a chance to #Win :),joy,2: moderate amount of joy can be inferred,2
1233,2017-En-30006,"@Singaholic121 Good morning, love! Happy first day of fall. Let's make some awesome #autumnmemories #annabailey #laughter #smile",joy,3: high amount of joy can be inferred,3
863,2017-En-30164,@jimadair3 Guitar shop owners everywhere rejoice,joy,2: moderate amount of joy can be inferred,2
138,2018-En-04066,@FierzaaRBX hi fierzaa i hope you be my friend in roblox btw i love kat and username:USATylerX 😀,joy,2: moderate amount of joy can be inferred,2
1185,2017-En-31362,Some People hate nothing more than a happy confident person. Never mind  #confident,joy,0: no joy can be inferred,0
1495,2017-En-30072,Happy Birthday @Brooke56_56  #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer,joy,3: high amount of joy can be inferred,3
670,2017-En-30166,@lennyabrahamson May I send you a copy of #HeroTheGreyhound? Either e-book or real paper one! A boy and a greyhound #smiles #tears #laughter,joy,2: moderate amount of joy can be inferred,2
1139,2017-En-30086,@ahtareen1 @ReginalAleman @krelifa @zamansj64 @AwiexaB Very pleasing ty!,joy,3: high amount of joy can be inferred,3
576,2017-En-30073,TheNiceBot: melbjs ;) Here is a smile and a wink from across the web. #TheNiceBot,joy,3: high amount of joy can be inferred,3
471,2017-En-30005,"Today I reached 1000 subscribers on YT!! , #goodday, #thankful",joy,3: high amount of joy can be inferred,3
309,2017-En-30775,I need a bit of #GBBO to cheer me up after a terrible day!,joy,0: no joy can be inferred,0
189,2017-En-31052,"Every time I hear @jtkantor's organ kick in on the new @sayswhopodcast, I break into the goofiest smile.",joy,3: high amount of joy can be inferred,3
97,2018-En-02117,@DirtyDucko @funder I wish I could like this twice. #hilarious,joy,2: moderate amount of joy can be inferred,2
115,2018-En-01307,Only I could be talking to a catfish on tinder 💁😂 glad I don't use it seriously 🤣,joy,2: moderate amount of joy can be inferred,2
112,2018-En-04214,Will I get in trouble if @Cody_Nolove or @GordonRamsay show up at #UFC215 and I try to find them at Rogers? 😂 (under 3 weeks!!) #excitement,joy,2: moderate amount of joy can be inferred,2
537,2017-En-30498,Evening all. Don't forget it's #RobinHoodHour TONIGHT 🏹\n\n #bizitalk #bizhour #southyorkshire #MansfieldHour  #sheffieldHour #NottsHour,joy,1: low amount of joy can be inferred,1
786,2017-En-30885,@MacDsmash you should get some @SSB_Swedish delight,joy,1: low amount of joy can be inferred,1
257,2018-En-03087,We're really not afraid of you all. We find you rather #annoying &amp; #amusing. 😎😜🤣😂😂,joy,0: no joy can be inferred,0
282,2018-En-02291,@JDMHatch_G @A34Bart @IOInteractive @Ravenclaww04 @Hitman This is an attitude that makes me beam with delight every time I encounter it.,joy,2: moderate amount of joy can be inferred,2
219,2017-En-30040,@palmtreesarah @WorthingTheatre had more fun than the funniest person in funsville..... Much hilarity as usual.... Thank you ❤️,joy,3: high amount of joy can be inferred,3
1393,2017-En-30987,@Author_LB Awesome. My 9 yr old grandson runs cross country. No Simon Whitfield but still a lot of fun cheering him on.,joy,3: high amount of joy can be inferred,3
251,2017-En-31054,@Gennneral thanks gen!! Love you miss you happy birthday natong duha 💘💘,joy,3: high amount of joy can be inferred,3
1284,2017-En-31268,gifs on iOS10 messaging app are hilarious.,joy,2: moderate amount of joy can be inferred,2
1159,2017-En-31351,Solange is more aesthetically pleasing than your fave.,joy,1: low amount of joy can be inferred,1
698,2017-En-31019,love to play underlord while listening to cheery anime music,joy,2: moderate amount of joy can be inferred,2
918,2017-En-30540,#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; ! #isthereahelplineforthis,joy,1: low amount of joy can be inferred,1
1308,2017-En-30506,Twitter is a font of endless hilarity.,joy,1: low amount of joy can be inferred,1
795,2017-En-30121,Smile at people and see what happens.  I think you'll be surprised #smile more #surprisepeople #influenceinternational,joy,3: high amount of joy can be inferred,3
538,2017-En-31260,When my friends send me ballons and fireworks through text... #amazing ,joy,3: high amount of joy can be inferred,3
572,2017-En-30210,Remember: The life you have is a blessing for #God. Make it a joyful experience regardless of the odds. GBY,joy,2: moderate amount of joy can be inferred,2
771,2017-En-30029,It's the #FirstDayofFall and I'm so happy. Sipping my #PumpkinSpice flavored coffee and #smiling! Happy Fall everyone! #amwriting,joy,3: high amount of joy can be inferred,3
347,2017-En-30373,Watch this amazing live.ly broadcast by @huntermcaseyy #lively #musically,joy,1: low amount of joy can be inferred,1
689,2017-En-30142,@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday #smile,joy,3: high amount of joy can be inferred,3
