,ID,SentimentText,Affect Dimension,Intensity Class,Sentiment
1011,2017-En-40855,Common app just randomly logged me out as I was writing the last part of my college essay and lost all of it 😭😭😭,sadness,3: high amount of sadness can be inferred,2
1045,2017-En-40154,@lucy_hyner @Soulboy2266 sadly not !! One less hour drinking time 😢🍻,sadness,2: moderate amount of sadness can be inferred,1
970,2017-En-40290,"Two blankets, a hoody, and still no Eternal Sunshine to mope to.",sadness,2: moderate amount of sadness can be inferred,1
100,2017-En-40949,Living with #depression doesn't mean you must be defeated by it\nevery day's a new day and yesterday doesn't decide what today looks like :-),sadness,1: low amount of sadness can be inferred,1
847,2017-En-20706,Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC,sadness,2: moderate amount of sadness can be inferred,1
1394,2017-En-40516,"@JohnWildy71 something, too confused to type an entire word 😜 See, I can laugh again. My hour of sadness has almost passed",sadness,0: no sadness can be inferred,0
412,2017-En-40536,Do not grow weary in doing good. The treadlines are better than deadlines.' @billclinton #CGI2016,sadness,0: no sadness can be inferred,0
863,2017-En-41207,"Has September been dull? Get #SuperSeptember from Jumia Food as a new user. Order from The Place, Barcelos or Shawarma &amp; Co for 30% off",sadness,0: no sadness can be inferred,0
215,2017-En-41444,@5SOS I swear I will not go mourn because😭😭💔💔,sadness,2: moderate amount of sadness can be inferred,1
527,2017-En-40113,"Fucking gutted, disheartened &amp; so pissed off.Gone from 1 off the toughest most resolute defences to the worst &amp; most shambolic #SCFC #STOHUL",sadness,3: high amount of sadness can be inferred,2
348,2018-En-04041,Chelsea and united must be furious,sadness,0: no sadness can be inferred,0
450,2017-En-41509,"... Huh. Perhaps... Because we're both so dreary, we get along well?",sadness,2: moderate amount of sadness can be inferred,1
244,2017-En-41093,Today: Kudos to Jaime Garcia on a fine outing.     #encouraging. Last Week: Judo to Jaime Garcia for a dismal outing. #discouraging,sadness,2: moderate amount of sadness can be inferred,1
1032,2017-En-31426,"I want my highlight to be so bright that if I ever get lost and someone is looking for me in the dark, they'll find me.",sadness,0: no sadness can be inferred,0
337,2017-En-40647,@jaymohr37 droop saw naked wrestling and asked 'What if I get a hole in one?' #jaymohrsports,sadness,0: no sadness can be inferred,0
110,2018-En-04344,"I want to digital art so bad, but my dad won't let me use my iPad till exams are over 😂",sadness,1: low amount of sadness can be inferred,1
652,2017-En-40115,Condolences to the  JC and the Georges family.. ,sadness,3: high amount of sadness can be inferred,2
334,2017-En-40866,"@British_Airways In your Concorde Lounge in Terminal 7 JFK. So saddened to have to say, service so far is dismal. Don't expect a reply.",sadness,2: moderate amount of sadness can be inferred,1
1019,2017-En-41100,I might even be on the verge of depression.,sadness,3: high amount of sadness can be inferred,2
364,2017-En-40902,When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know,sadness,3: high amount of sadness can be inferred,2
1403,2017-En-40373,Y'all tune into Snapchat for Beans funereal,sadness,1: low amount of sadness can be inferred,1
1106,2017-En-40333,untypical kinda Friday #dull,sadness,2: moderate amount of sadness can be inferred,1
126,2018-En-00904,"@livedarts R.i.p my friend, cant get my head round this,    #devastated    x",sadness,3: high amount of sadness can be inferred,2
225,2018-En-02296,"Imagine how many ksones are crying right now for not getting tickets 😭 Meanwhile, isones dont even get a chance to go on war for tickets 😭",sadness,3: high amount of sadness can be inferred,2
622,2017-En-40798,@kayleighmcenany  @DonaldJTrumpJr Is that really all you can offer for those who sacrifice daily to keep you safe...? @kayleighmcenany #sad,sadness,2: moderate amount of sadness can be inferred,1
857,2017-En-41320,"Cuddling literally kills depression, relieves anxiety, and strengthens the immune system.",sadness,0: no sadness can be inferred,0
8,2017-En-40483,Awareness of time is awareness of time lost. #awareness #time ,sadness,0: no sadness can be inferred,0
1408,2017-En-40033,"@xBFDR yeah I'm sure it will, it's just so depressing having to talk to my parents over the phone instead of talking to them downstairs",sadness,3: high amount of sadness can be inferred,2
1489,2017-En-41246,@hedgegirl I was only joking. I don't have any parents. 😈 #dark,sadness,0: no sadness can be inferred,0
1090,2017-En-41001,"@PriceSjrw5614 @Ren102e906 @slb42jcb @swoozyqyah THEN you do what you can and then BLOCK them, they're trying to discourage us",sadness,1: low amount of sadness can be inferred,1
371,2018-En-04005,"Please ruin this party, @NSWRL. #origin #blues",sadness,1: low amount of sadness can be inferred,1
73,2017-En-41511,@CrystiCaro yeah agree - I think it was a family member and they covered up ,sadness,0: no sadness can be inferred,0
253,2017-En-41433,@metalAndTheGeek @astoldbyfANGIRL SAME! I always say it was the best time of my life. I closed my store down and it was so depressing,sadness,3: high amount of sadness can be inferred,2
242,2017-En-40559,I don't want perfect. It's too boring and dull.,sadness,0: no sadness can be inferred,0
113,2017-En-40557,@jodikantor @nytimes only if YOU will pay for them and YOU will be responsible for them and their doings. #sober #real #blind,sadness,0: no sadness can be inferred,0
1158,2017-En-41211,Trial result #sadness,sadness,3: high amount of sadness can be inferred,2
1424,2017-En-40454,"So I tried to give her time to sober up, while waiting at the our friend's house. 2 hours later, gal wake up out her nap to vomit again.",sadness,1: low amount of sadness can be inferred,1
186,2017-En-40363,@realDonaldTrump negative campaign of doom and gloom don't win elections,sadness,1: low amount of sadness can be inferred,1
223,2017-En-40079,@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime #sad,sadness,3: high amount of sadness can be inferred,2
1075,2017-En-41009,@ChipotleTweets Gabe the worst part is I can't get hot status this month because there's no chipotle near enough to my campus #sadness,sadness,2: moderate amount of sadness can be inferred,1
995,2017-En-40205,@laureeenwillam can't cope wi her sour face and tiny pout 😡😡,sadness,2: moderate amount of sadness can be inferred,1
225,2017-En-22047,@susanbrodigan @lyricconcert Ha yes- the look of despair!,sadness,1: low amount of sadness can be inferred,1
1297,2017-En-22137,Somewhere between  #hope and #despair the day after #meetingmyabuserincourt \n#DVSurvivor,sadness,3: high amount of sadness can be inferred,2
829,2017-En-40111,@megalvz literally was gloomy for an hour,sadness,3: high amount of sadness can be inferred,2
53,2017-En-40431,You don't know how to love me when you're sober #sober #selenagomez #revival,sadness,1: low amount of sadness can be inferred,1
1235,2017-En-40262,whenever i pout i just want Adrian to appear and tell me to stop pouting or else,sadness,2: moderate amount of sadness can be inferred,1
3,2017-En-41232,feel really sad and down today😒,sadness,3: high amount of sadness can be inferred,2
140,2018-En-03853,"[ @TheChicMystique ] — hurting badly and that he can't just leave him like that. Angry and heartless. ]\n\nI promise you that I'll be back, —",sadness,2: moderate amount of sadness can be inferred,1
64,2017-En-41070,The @Orioles are in contention and hosting @RedSox nation and Camden is empty #sad,sadness,2: moderate amount of sadness can be inferred,1
250,2017-En-40793,"Hello my dear friends, I will be back online this Friday night. I miss you! #sober #sobriety #recovery",sadness,0: no sadness can be inferred,0
777,2017-En-40986,Luckily I was helped by some good people. And they also managed to free me of my depression. Unfortunately it only lasted a little while.,sadness,3: high amount of sadness can be inferred,2
690,2017-En-40274,"@groovydadad @MHChat 🙂ty I often conflate the two depression + sadness, but they are very different. This q reminded me of that #mhchat",sadness,2: moderate amount of sadness can be inferred,1
512,2017-En-40424,Mayor visits downtrodden part o town in brave PR stunt. More at eleven.,sadness,1: low amount of sadness can be inferred,1
755,2017-En-41191,Is it just me or is this a very weird time for the world? #change #enlightenment #gloomy #weird #sigh #imaginepeace #imaginelove #unite,sadness,3: high amount of sadness can be inferred,2
1044,2017-En-41013,so probably hunger and depression and dissociating equals a weird time anything else,sadness,3: high amount of sadness can be inferred,2
1527,2017-En-40118,@wabermes The @RavalliRepublic had a good one but then the reporter quit. #sad,sadness,3: high amount of sadness can be inferred,2
1301,2017-En-40692,"God's love spring.Of one dat sunk his whole estate for d paltry bribe,of a single apple–n yet proud of our ancestry?❤️🗿",sadness,0: no sadness can be inferred,0
391,2018-En-03622,Why the FUCK have i just saw a Game of Thrones spoiler on snapchat? SOME OF US HAVENT SAW IT YET 🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻 #arsehole,sadness,1: low amount of sadness can be inferred,1
1153,2017-En-40013,I sulk too much for my own good.,sadness,3: high amount of sadness can be inferred,2
363,2018-En-01474,Didn't know the @ChickfilA cow day thing ended at 7:30 so showed up 30 min late looking like a cow with no sandwich #sadness 😅😅😅,sadness,2: moderate amount of sadness can be inferred,1
721,2017-En-41014,@reikimuse @MHChat I am beyond the sadness point. Have done it inside out. I live with CPTSD and BPD  I can't always do the pity party,sadness,3: high amount of sadness can be inferred,2
81,2018-En-00349,"Remember, for everything you have #lost, you have gained something else. Without the #dark, you would never see the #stars.",sadness,0: no sadness can be inferred,0
505,2017-En-40896,"My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color ",sadness,3: high amount of sadness can be inferred,2
1208,2017-En-41362,"@almurray hit the sink with a hammer... sorry, the universal modifier!",sadness,0: no sadness can be inferred,0
1486,2017-En-40039,"@TNFryed Jesus, you just made think that of all the Vols v fl games I've seen. I've never seen a win. #depression",sadness,3: high amount of sadness can be inferred,2
198,2018-En-00559,"Africa has unique and tremendous problems with war, overpopulation, starvation and tribalism which makes moving Africa forward hard.",sadness,1: low amount of sadness can be inferred,1
426,2017-En-40137,@WilsonsWorld I was in high school and remember helping neighbors clean up back home in Greenville.  Pretty sobering stuff.  #sadness,sadness,3: high amount of sadness can be inferred,2
170,2017-En-40119,"This room is rather dreary, but we endure what we must.",sadness,3: high amount of sadness can be inferred,2
877,2017-En-41463,"Well, I had hopes for today. No go. #unhappy",sadness,3: high amount of sadness can be inferred,2
254,2018-En-02381,Did men call themselves shy and mean it? So I reassure him that I'm just making sure he's a good investment and alla that 🙄,sadness,0: no sadness can be inferred,0
1113,2017-En-40400,"Don't blame yourself,' he spoke, as if she were in the room, kicking the chair beneath him.\n#amwriting #dark",sadness,1: low amount of sadness can be inferred,1
1342,2017-En-41121,I don't get that my parents literally don't see how unhappy I been lately,sadness,3: high amount of sadness can be inferred,2
307,2017-En-40043,"Lament a \nsaddened heart,\nso far &amp; \nyet so near,\nthe years so\ntough &amp; scarred,\nthis lonesome\nroad,\nstill feared! #depression \n\n#poetry #poem",sadness,3: high amount of sadness can be inferred,2
116,2017-En-40322,5am blues while riding a cab home:\n- my belly is much bigger than the rest of my body\n- but i couldnt be preggy\n- how to lose it in a day,sadness,2: moderate amount of sadness can be inferred,1
310,2018-En-00092,By the way...in case you didnt know...joshuas goin out tonight...to take the trash out and then play blues at ever us 6.75,sadness,0: no sadness can be inferred,0
1299,2017-En-40044,Summer officially ends today. #sadness,sadness,3: high amount of sadness can be inferred,2
18,2017-En-40970,@Mets @JdeGrom19 I'm depress now,sadness,3: high amount of sadness can be inferred,2
1081,2017-En-40096,Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n #quotes #worstenemy  #thinktoomuch,sadness,3: high amount of sadness can be inferred,2
166,2018-En-03471,I'm sorry but also...fuck you #currentfeels #anger #bpd #eupd #borderliner #mentalhealth #anxiety #depression #confused,sadness,3: high amount of sadness can be inferred,2
1457,2017-En-40332,Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.  Sydney J. Harris,sadness,2: moderate amount of sadness can be inferred,1
271,2018-En-02451,Still #devastated and #sad #Tariq's #TariqLive channel is no more and #ProfessorBlackTruth as well. #YouTubeFAIL #EpicFAIL! #TariqNasheed 😢,sadness,3: high amount of sadness can be inferred,2
252,2018-En-02646,"Beware the wrath of an angry, frustrated, #agile grandma with a network. 👵🏼😡 I'm just sayin'. #objectlesson",sadness,1: low amount of sadness can be inferred,1
351,2017-En-40974,@downseung I'm sorry about your loss... no one should ever give you shit for taking your time to mourn. No matter how long it takes.,sadness,3: high amount of sadness can be inferred,2
466,2017-En-41417,"I truly feel like science has the ability to make a milk out of anything ... cashew milk, hemp milk, pine nut milk, dandelion milk",sadness,0: no sadness can be inferred,0
23,2017-En-41383,So grim being up at 6,sadness,3: high amount of sadness can be inferred,2
1484,2017-En-40374,"At my funeral, when they close the casket, I want them to play, 'Call recording has completed.'' -@GlenEwing #lost #podcasting #talkshoe",sadness,1: low amount of sadness can be inferred,1
350,2018-En-02925,Chopper &lt;&lt;Dammit! Just sink already!&gt;&gt;,sadness,0: no sadness can be inferred,0
356,2018-En-00790,"Been at work for not even 4 hours and I've thrown boiling tea everywhere, smashed a mug, smashed a milk jug and sliced my finger open😐",sadness,3: high amount of sadness can be inferred,2
617,2017-En-40867,"#Facebook is #depressing without even being there. Two apps want it for logging in, I have missed at least two interesting #events and they",sadness,3: high amount of sadness can be inferred,2
778,2017-En-40951,Been a while since I been sober. This life can be so hard,sadness,3: high amount of sadness can be inferred,2
977,2017-En-40401,"@ActualFlatticus @veggie64_leslie @mtracey Call me a pessimist, but I don't think therapy can fix whatever is wrong with Anthony Weiner.",sadness,1: low amount of sadness can be inferred,1
1526,2017-En-41510,@CrystiCaro yeah agree - I think it was a family member and they covered up #sad,sadness,3: high amount of sadness can be inferred,2
1131,2017-En-40946,"Long day, kind tweets, our melancholy, @DownFrontArtist defeats.",sadness,2: moderate amount of sadness can be inferred,1
406,2017-En-40847,Chalk dance notation entree manchester inasmuch as corinthian products that discourage drag branding: ARwuEVfqv,sadness,0: no sadness can be inferred,0
1471,2017-En-40121,Another grim &amp; compelling news report by @Nawalf on the blockade of aid to the starving in #Yemen #BBC #dosomethingpoliticans,sadness,3: high amount of sadness can be inferred,2
494,2017-En-40054,@Hayles_101 The three R's depress me.,sadness,3: high amount of sadness can be inferred,2
1216,2017-En-40685,"@littlemore20 I had a nice Italian ice-cream whilst resting my tired paws. Honey flavoured, naturally! #FurryTails #lost #Venice.",sadness,0: no sadness can be inferred,0
120,2018-En-04326,#DamilolaOurLovedBoy So upsetting 😢😢. Why do people want to hurt others! Such a cruel world we live in #heartbreaking,sadness,3: high amount of sadness can be inferred,2
214,2018-En-01987,I've come to the conclusion that the online world is seriously 'fucked up' there's absolutely no other words to describe #bleak  #grim,sadness,1: low amount of sadness can be inferred,1
1056,2017-En-40110,I have not nap for 3 days in a row I'm very unhappy rn,sadness,3: high amount of sadness can be inferred,2
810,2017-En-41441,@andreamitchell said @berniesanders not only did not play up HRC in campaigning 4 her in OH but he did not discourage 3rd Party vote. TRUE??,sadness,0: no sadness can be inferred,0
1496,2017-En-40419,"My house isnt always a mess but when it is, its when i have friends coming #mess #serious #twitter #problem #like #friends #filthy #home",sadness,1: low amount of sadness can be inferred,1
257,2018-En-03798,"@angrydwarf9 @carolinesandall It ruins my frigging night each night at 9pm. Mrs loves it, i've been early to bed for a month. #dreadful",sadness,3: high amount of sadness can be inferred,2
238,2018-En-04090,EEEEEKKKK!!!!\nProduct LAUNCH 😍✋💖\nI'm am literally B•U•Z•Z•I•N•G!!!\nSingle sachets 😍😍\n \nMessage me for yours! 😜🙆💜#loveyourlifestyle #shakes,sadness,0: no sadness can be inferred,0
1456,2017-En-41019,"Really planned on making videos this week. Then. A tv died, phone broke, truck died, #depression took over. I'm wondering what I did 2 karma",sadness,3: high amount of sadness can be inferred,2
93,2018-En-00681,"@FangornForest1 @Brexit whose customers love it. Imagine being a hack these days, having to sing the tune the paymaster calls. #dismal",sadness,2: moderate amount of sadness can be inferred,1
712,2017-En-40216,@TaylaStJames it happens and Vegas isn't the only origin thats prevelant #sadly,sadness,2: moderate amount of sadness can be inferred,1
395,2018-En-04002,and after i got home in such a horrible mood my mom pissed me off the moment i stepped my feet in the house so i really almost go off on her,sadness,2: moderate amount of sadness can be inferred,1
216,2018-En-01304,Imagine suffering chronic depression  and being told 'you have an unattractive chip on your shoulder' #DWP #WRAG #WWW.GOV.UK #Mentalhealth,sadness,3: high amount of sadness can be inferred,2
547,2017-En-40366,@HeyCaraJay I am inconsolable at this GIF in context,sadness,1: low amount of sadness can be inferred,1
790,2017-En-40837,"@Virgin_TrainsEC I feel for the conductor tonight, he's obviously taken grief over the last few weeks, he sounds weary of apologising!",sadness,2: moderate amount of sadness can be inferred,1
375,2018-En-02744,If you build up resentment in silence are you really doing anyone any favors,sadness,0: no sadness can be inferred,0
834,2017-En-41179,@phil500 \nSo sadden \nSpunky a beautiful dog\nA sad story a lovely happy\nAn loved dog \nPlay little one have fun you\nare so loved,sadness,1: low amount of sadness can be inferred,1
1475,2017-En-40801,@OHSOVICTORIOUS_ @FaZeAdapt We all seen it coming.. it's sad. But her Instagram comments on her pics are funny. Adapts fans blew it up 😂😂😂,sadness,0: no sadness can be inferred,0
883,2017-En-40364,"if you have been on depression too u shouldn't be judging him and exposing him to everyone, but helping him",sadness,1: low amount of sadness can be inferred,1
661,2017-En-40994,"So depressing to watch news, today out of 100 bullet news 10 were of rape! What's wrong with people #india #shameless #depressing",sadness,3: high amount of sadness can be inferred,2
100,2018-En-03891,“#Woe unto #you that are #full! for ye shall #hunger. #Woe unto you that #laugh now! for ye shall #mourn and #weep.”\nLuke 6:25,sadness,0: no sadness can be inferred,0
433,2017-En-41186,"A pessimist sees the difficulty in every opportunity, an optimist sees the opportunity in every difficulty' -Sir Winston Churchill-",sadness,0: no sadness can be inferred,0
259,2017-En-41514,@SalterUK second pair of scales I have bought that have stopped working after battery change. Is this an issue you are aware of?  #unhappy,sadness,2: moderate amount of sadness can be inferred,1
1341,2017-En-40112,"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since. #sad #Autumn",sadness,3: high amount of sadness can be inferred,2
183,2018-En-01729,MY POWER GOES OUT AND SHORTS OUT MY XBOX!! HAD IT SINCE DAY 1 LAUNCH OF COURSE IT BREAKS ON MY BIRTDAY! #birthday #xbox #sadness,sadness,3: high amount of sadness can be inferred,2
147,2018-En-02824,"@JoyceMeyer @mrsglessman #day of #vengeance of our #God; To #comfort all who #mourn, To console those who #mourn in #Zion, To give [4/7]",sadness,0: no sadness can be inferred,0
270,2017-En-40443,"Trying to think positive, and not let this situation discourage me ✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨",sadness,1: low amount of sadness can be inferred,1
242,2018-En-02502,Nah but as a governor how do you call someone a bum &amp; that you love calls from 'communist in Montclair' ? 😂 #crying,sadness,0: no sadness can be inferred,0
1219,2017-En-40365,@mattwruff sadly there is constitutional RIGHT to have abortion. Yet there is constitutional RIGHT to life. Safety net protects those rights,sadness,1: low amount of sadness can be inferred,1
18,2018-En-03625,@LogicIsPowerful Not all of them are bad. But I support your right to offend them all.,sadness,0: no sadness can be inferred,0
2,2017-En-20751,"@ManUnitedWriter He has had a dreadful first half, not to mention rashford would've got on the end of a couple of those through balls #pace",sadness,1: low amount of sadness can be inferred,1
385,2017-En-41353,Nobody wants a grouch but DONT move to SD if you want to be a rapper. #serious,sadness,0: no sadness can be inferred,0
1272,2017-En-40130,When will the weeks full of Mondays end?? #disheartened,sadness,3: high amount of sadness can be inferred,2
1109,2017-En-40508,"Hopefully next time we play a L1 team, 1 of the players scores, takes his shirt off &amp;jumps into away end purely to wind up the joyless cunts",sadness,0: no sadness can be inferred,0
311,2017-En-40122,@GCC_DiscGolf lost my xt nova around hole 8 or 9 #sadness,sadness,3: high amount of sadness can be inferred,2
1520,2017-En-40134,It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! ' #sad #ourworld,sadness,3: high amount of sadness can be inferred,2
1066,2017-En-40630,If you sober better roll another Dutch or if u don't smoke nigga better pour another cup 🍁🍾...,sadness,0: no sadness can be inferred,0
388,2017-En-41273,After she threw me out I had to sedate her. With a damn horse tranquilizer.',sadness,0: no sadness can be inferred,0
64,2018-En-02909,@tonyposnanski Putin told him not to. #pout #heylookatthedistraction,sadness,1: low amount of sadness can be inferred,1
128,2017-En-40643,Kinda wanna just book a vacation and go...anyone wanna tag along? #adventure #serious,sadness,0: no sadness can be inferred,0
233,2017-En-40953,"When mine pass, I know I'll be inconsolable &amp; devastated. For a while.",sadness,3: high amount of sadness can be inferred,2
509,2017-En-40928,Over 70% of social sharing is dark &amp; over 50% of web traffic comes from #darksocial. @colinzalewski #LIFTSocial,sadness,1: low amount of sadness can be inferred,1
668,2017-En-40021,Depression sucks! ,sadness,3: high amount of sadness can be inferred,2
1345,2017-En-41032,@MessYourself why? Do you have depression?,sadness,2: moderate amount of sadness can be inferred,1
278,2018-En-01143,My best friends driving for the first time with me in the car #terrifying,sadness,1: low amount of sadness can be inferred,1
1500,2017-En-40390,@greencapt there's something to note in the fact that the mask manufacturer produced her smiling and him frowning.,sadness,1: low amount of sadness can be inferred,1
1449,2017-En-40548,Contactless affliction kart are the needs must regarding the psychological moment!: xbeUJGB,sadness,0: no sadness can be inferred,0
49,2017-En-41143,"@MHChat if we don't understand how to express our emotions to others, may lead to sadness / loneliness &amp; neg impact on long term mh #MHChat",sadness,2: moderate amount of sadness can be inferred,1
111,2018-En-03339,@beautifuIbaek Wow! I hope i win. 😭 thanks for this. 😊,sadness,0: no sadness can be inferred,0
12,2017-En-40405,Bare videos online but does anyone get rehabilitated? Does anyone actually get help for their affliction? Or do we jut get twitter videos.,sadness,1: low amount of sadness can be inferred,1
449,2017-En-40144,@Samkingftw ew omg that is so grim,sadness,3: high amount of sadness can be inferred,2
1246,2017-En-41002,@LeahSKahn honestly. All I care about is Selasi not messing this up. His lackadaisical attitude isn't good for danishes.,sadness,0: no sadness can be inferred,0
241,2018-En-04289,Last Sunday YouTube glitch making me lose up to 20 subs is heartbreaking for a channel my size! Nearly at 1K though #1Ksubs #youtube soon 😀,sadness,0: no sadness can be inferred,0
514,2017-En-40133,Can I just sulk in peace 😂,sadness,3: high amount of sadness can be inferred,2
1452,2017-En-20070,@BigBossPeltonen \nLikewise #death #cutting #despair,sadness,3: high amount of sadness can be inferred,2
1064,2017-En-40103,i is sad,sadness,3: high amount of sadness can be inferred,2
493,2017-En-40694,Beats is accurately all-powerful with respect to high-quality high-frequency speaker in re the extra desolate relating to fire-ea:…,sadness,0: no sadness can be inferred,0
889,2017-En-41184,Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right #pout,sadness,0: no sadness can be inferred,0
92,2018-En-00137,@mtailor “20% Better Than a Tailor”? Least a tailor would know #navy vs. #blue. $500 and 4 weeks for an #innacurate suit? ,sadness,0: no sadness can be inferred,0
380,2017-En-41357,Synth backing tracks = sadness\n#depresspop #dark #+++ #alt #fuckingmeup,sadness,3: high amount of sadness can be inferred,2
1504,2017-En-40727,@BluesfestByron second artist announcement looking good #bluesfest2017  #Music #byronbay,sadness,0: no sadness can be inferred,0
1420,2017-En-41364,"But is it your fault you worked hard and stayed the course until eventually it all paid off, no! so let it be known and count up!",sadness,0: no sadness can be inferred,0
1380,2017-En-41358,will brawndo cure my depression? @MikeJudge #Idiocracytoday,sadness,3: high amount of sadness can be inferred,2
193,2018-En-01887,"If you sit back, watch &amp; listen to every .@TheDemocrats &amp; .@DNC member, you'll quickly learn it's #Victimhood, #racism, &amp; #hatred. I'm #WOKE",sadness,2: moderate amount of sadness can be inferred,1
200,2018-En-01328,"coffee the floor; And the soul grew furious as the stillness broken by little,",sadness,1: low amount of sadness can be inferred,1
751,2017-En-40476,NL's top bureaucrat is a director of a group formed to oppose NL's top megaproject. #nlpoli - never dull,sadness,0: no sadness can be inferred,0
1172,2017-En-40022,It's been a week of awful connectivity with @TMobile no service or only 4G is not what Im paying for. #unhappy #poorservice,sadness,3: high amount of sadness can be inferred,2
7,2018-En-03750,and i shouldve cut them off the moment i started hurting myself over them :o,sadness,3: high amount of sadness can be inferred,2
1035,2017-En-40176,as a very depressed and suicidal person seeing someone sing about their own depressing life yet having fun is very relatable and encouraging,sadness,2: moderate amount of sadness can be inferred,1
53,2018-En-02613,Hiya everyone if you want please #retweet my pin #rt #help #romance #wattpad    #hurt #tweet #twitter #thanks,sadness,0: no sadness can be inferred,0
1185,2017-En-40494,@DaltonRapattoni sadly i have to go to bed now don't announce anything while i'm gone thank u i love you,sadness,0: no sadness can be inferred,0
1193,2017-En-40571,@patthemanager how could I work with @chancetherapper . ? #serious,sadness,0: no sadness can be inferred,0
473,2017-En-40861,My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!!  #TerenceCrutcher,sadness,1: low amount of sadness can be inferred,1
878,2017-En-41153,"All I'm learning about at college atm is Sylvia Plath, Stalin's purges and natural disasters, gloomy af",sadness,3: high amount of sadness can be inferred,2
856,2017-En-40723,Let the #MrRobot binge begin. #nerdshow #compelling #dark,sadness,0: no sadness can be inferred,0
1514,2017-En-41371,the sad moment when u hand in an exam knowing u failed and grieve by eating and sleeping,sadness,3: high amount of sadness can be inferred,2
546,2017-En-40158,Making that yearly transition from excited and hopeful college returner to sick and exhausted pessimist. #college,sadness,2: moderate amount of sadness can be inferred,1
281,2018-En-00334,Migraine hangover has to be the worst thing ever 😣 #burst,sadness,2: moderate amount of sadness can be inferred,1
1154,2017-En-20018,I get so much PUSSY\nP - panic attacks \nU - uncontrollable anxiety \nS - suicidal fantasies \nS - sadness \nY - yearning for death,sadness,3: high amount of sadness can be inferred,2
569,2017-En-41445,@_iConceitedOne_  Hi! We hate that you're unhappy your bill keeps going up! What unique features do you want with your plan? ^RobertS,sadness,0: no sadness can be inferred,0
677,2017-En-40863,@AmontanaW I nearly dropped my phone into the sink HAHAHAHA,sadness,0: no sadness can be inferred,0
399,2017-En-40665,i love the word fret so much and im in heaven,sadness,0: no sadness can be inferred,0
178,2017-En-40487,"When we are weak &amp; in despair, our Mighty God is near;He will give us strength &amp; joy &amp; hope, &amp; calm our inner fear, just have faith &amp; trust.",sadness,0: no sadness can be inferred,0
839,2017-En-41390,Feels like I lost my best friend #lost #fml #missingyou,sadness,3: high amount of sadness can be inferred,2
201,2018-En-03131,@jaassiieeeee I will not fall to the dark side😂😂,sadness,0: no sadness can be inferred,0
301,2017-En-40014,A night where depression is winning... #depression #fml #help,sadness,3: high amount of sadness can be inferred,2
540,2017-En-41513,Sometimes the support network is causing the damage. \n\n#support #Damaged #alone #tired #lost #hurt #nojustice #depression #surivivor #NoMore,sadness,3: high amount of sadness can be inferred,2
613,2017-En-40036,sorry Main twitter im in depress,sadness,3: high amount of sadness can be inferred,2
240,2017-En-41486,@Batman_ofgotham Her golden brown hues met with those baby blues as her arms crossed over the breasts he had been gulking at. 'Let me guess-,sadness,0: no sadness can be inferred,0
633,2017-En-41270,Way to get a hold of her 😊 #depressing,sadness,2: moderate amount of sadness can be inferred,1
930,2017-En-40379,What day is it #lost,sadness,1: low amount of sadness can be inferred,1
1331,2017-En-41067,I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. #sad,sadness,3: high amount of sadness can be inferred,2
140,2017-En-41301,Awake at 5.30am with a seriously bad throat 😩😩😩😩😷🤒 glands feel huuuuuuuge and I'm in uni soon! #grim,sadness,3: high amount of sadness can be inferred,2
1,2017-En-40983,final vestiges of my 90's childhood were just dashed on the shoals of hearing a house cover of Tracy Chapman's 'fast car' at the dayjob,sadness,0: no sadness can be inferred,0
76,2018-En-01911,It’s lack of #faith that makes #people #afraid of #meeting #challenges …\n\n#MuhammadAli,sadness,1: low amount of sadness can be inferred,1
820,2017-En-41152,God I give you all my pain mess and stress. Take my heavy load. #amen #stress #mess #pain #depression #sadness,sadness,3: high amount of sadness can be inferred,2
717,2017-En-41222,@ScottCarmichae1 @Murican_Stuff don't fret -- this guy is mad because when @realDonaldTrump  is elected he might have to get a real job,sadness,0: no sadness can be inferred,0
1494,2017-En-41518,@flybe Doesn't explain the ability to land at Manchester but not Bradford - other than more convenient for Flybe. Many unhappy travelers,sadness,3: high amount of sadness can be inferred,2
