,ID,SentimentText,Affect Dimension,Intensity Class,Sentiment
301,2018-En-01478,@Infographic_ksa @KSAMOFA #Doha capital of ,fear,0: no fear can be inferred,0
147,2018-En-03858,#Spina #Bifida a #neural #tube #birth #defect where the #nervous #system &amp; #spinal #cord do not fully develop #raredisease #June #awareness,fear,1: low amount of fear can be inferred,1
1581,2017-En-22237,@qdoba omg I'm so slow bc my eng is not very well and my hands are shaking uhh help meee I'm like this lil chicken now 🐥#MoreisBetter,fear,2: moderate amount of fear can be inferred,2
1127,2017-En-21277,Plus why did I have a baby 4 days before Christmas this is gonna haunt me forever!!!,fear,1: low amount of fear can be inferred,1
1951,2017-En-20048,i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite,fear,3: high amount of fear can be inferred,3
1481,2017-En-20052,"bad news fam, life is still hard and awful #depression #anxiety #atleastIhaveBuffy",fear,3: high amount of fear can be inferred,3
225,2018-En-00997,At this point I can't tell if I just follow more people in politics on twitter now or if I need new friends. #wheresthefunny #depressing,fear,1: low amount of fear can be inferred,1
2205,2017-En-20034,"Im not a #nervouswreck, Im a  #pileup. #GoingCrazy #HelpMe #Insane #Antisocial",fear,3: high amount of fear can be inferred,3
711,2017-En-21706,"Hey @PapaJohnsUK I've been charged £40.24 on my credit card 4 an order which never arrived last Friday, any chance of a refund!! ",fear,0: no fear can be inferred,0
325,2018-En-00391,"So me and my mom were talking about highschool, I'm shy so she said that she thinks I'm gonna get bullied😒 #shy #me #mylife #moms #bullying",fear,2: moderate amount of fear can be inferred,2
147,2017-En-21481,My doctor has taken a liking to poking prodding and drawing blood from me post dad. Over concern is nice but dear gawd needles :O,fear,2: moderate amount of fear can be inferred,2
577,2017-En-21434,"Kernel panic = sweating, sneezing, hiccuping, snot, tears, crying. Clearly my body has an issue with chilli.",fear,2: moderate amount of fear can be inferred,2
300,2017-En-21331,like srsly somebody help me deal with this social anxiety,fear,3: high amount of fear can be inferred,3
1069,2017-En-20006,I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM #fear #SingleGirlProblems,fear,3: high amount of fear can be inferred,3
2081,2017-En-22176,@_miasienna ITS ALREADY FUCKING 1 ... Ok well I love having panic attacks in the afternoon,fear,3: high amount of fear can be inferred,3
228,2018-En-03823,@FFigureFBust How so? I've been thinking of getting it done and now you've given me a frighten.,fear,3: high amount of fear can be inferred,3
1202,2017-En-21282,and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets #nightmare,fear,1: low amount of fear can be inferred,1
1389,2017-En-20543,That last minute was like watching a horror show #GBBO 😥,fear,0: no fear can be inferred,0
2245,2017-En-21664,with terrorism a booming industry in Pak and govt. oblivious of the fact wt happens within its territory Talking Kashmir is Deranged,fear,1: low amount of fear can be inferred,1
1157,2017-En-21624,Don't faint. New Cisco IOS vulnerabilities were announced yet again. What would be shocking? If they’re patched this week by users.,fear,1: low amount of fear can be inferred,1
153,2017-En-20343,Round 2 #panic #pcola,fear,1: low amount of fear can be inferred,1
1678,2017-En-20821,Today has dragged on ,fear,0: no fear can be inferred,0
955,2017-En-20150,"After #terror our leaders say, 'Don't jump to conclusions,' but [in matters of #racial unrest], they are silent. Why is that? @greggutfeld",fear,2: moderate amount of fear can be inferred,2
205,2018-En-02924,"Stage 10 horror was reminiscent of Rio Oylmpics...route horror, weather horror, crash horror, abandon horrors.",fear,3: high amount of fear can be inferred,3
819,2017-En-20189,"bad news fam, life is still hard and awful #depression  #atleastIhaveBuffy",fear,2: moderate amount of fear can be inferred,2
63,2017-En-21739,@FaithHill I remember it well #happy  #Positive,fear,0: no fear can be inferred,0
44,2017-En-21902,Has anyone else had a bad experience with Poundstretcher? #nightmare firm,fear,2: moderate amount of fear can be inferred,2
2030,2017-En-20019,Cosplaying properly for the first time on Saturday! Pretty nervous..,fear,3: high amount of fear can be inferred,3
1099,2017-En-20007,@laura221b I don't think I've ever moved so fast in a panic in all my life 😂 Gave me such a fright 😓,fear,3: high amount of fear can be inferred,3
1113,2017-En-21788,Last night my stomach was hurting and today I have a horrible headache. I can never win,fear,2: moderate amount of fear can be inferred,2
1297,2017-En-21135,@bothsocial Thanks for the follow! Hope you’re having a terrific day!,fear,0: no fear can be inferred,0
63,2018-En-02397,It's such a strange juxtaposition of emotions. A sense of euphoria but a sense of out most despair.,fear,2: moderate amount of fear can be inferred,2
638,2017-En-21870,"@BBTooms This is perfect example of why what paul said about her, was right.  One of the most ignorant competitors ive seen. #bully #c$%t",fear,1: low amount of fear can be inferred,1
1717,2017-En-20921,Omg he kissed her🙈 #shy #w,fear,0: no fear can be inferred,0
1111,2017-En-21150,@1johndes ball watching &amp; Rojo'd header was equally dreadful!!,fear,0: no fear can be inferred,0
1247,2017-En-21266,"What a shamefull, unequal, dangerous and worrying world we live in nowadays! #terrifying #Charlotte  #shitworldforourkids",fear,3: high amount of fear can be inferred,3
385,2017-En-22104,🙄 I just want to start all over again .,fear,1: low amount of fear can be inferred,1
1983,2017-En-20147,Can we go back 2 weeks and start again ?? This is seriously dreadful,fear,2: moderate amount of fear can be inferred,2
319,2018-En-01284,@BrettKeeble I guess it never. @smartassunit #worry,fear,2: moderate amount of fear can be inferred,2
340,2017-En-21177,Okay. Brace yourself. I will attempt my first loaf of bread in the morning. I will use a dutch oven. I will make the dough now. #nervous,fear,2: moderate amount of fear can be inferred,2
1534,2017-En-22207,Onus is on #Pak to act against #terror groups which find safe havens and all types of support for cross border terror: #MEA,fear,1: low amount of fear can be inferred,1
1083,2017-En-21659,Sixth Form: see you at 8:30 in the morning 🎭 #revolting children #yr7 #assembly 🎭,fear,0: no fear can be inferred,0
1839,2017-En-21563,day 2 of the thread and i thing he doesn't like me like that. idk he's so shy and secretive... ugh.,fear,1: low amount of fear can be inferred,1
1946,2017-En-20977,"Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action. ",fear,0: no fear can be inferred,0
986,2017-En-22149,@ikhras @benglaze Amal Clooney should try to prosecute  #Bush/ #Blair for #war crimes that turned our World upside down&amp;created #terrorism,fear,2: moderate amount of fear can be inferred,2
1996,2017-En-21410,Had a conversion with a random fellow passenger on a #melbourne @metrotrains yesterday evening  #youwouldntreadaboutit,fear,0: no fear can be inferred,0
227,2018-En-01502,@Activehours I need someone to reply back to me immediately. I am not happy and not getting timely responses through the app! #help ,fear,1: low amount of fear can be inferred,1
341,2018-En-03770,Brown envelopes can induce panic. #posttruth,fear,3: high amount of fear can be inferred,3
580,2017-En-20133,@prw190 #zionist = #terror \nImagine this kid was a #Palestinian or #Muslim\nZionists stealing #innocence of childhood from #Jewish #children,fear,2: moderate amount of fear can be inferred,2
2039,2017-En-20152,#Aleppo city is burning. The head of #terrorism #Assad regime &amp; #Russia are bombarding the city right now with #whitephosphrus #bombs !,fear,2: moderate amount of fear can be inferred,2
150,2018-En-00025,"' i can't even tell u a lie I felt like u were special, till I realized wassup and left, got u feeling dreadful '",fear,1: low amount of fear can be inferred,1
70,2018-En-02677,"@JackRuff4 They have this horrible pudding here. Butterscotch pudding on Mondays, it's dreadful. #Fringe",fear,2: moderate amount of fear can be inferred,2
2007,2017-En-20042,@danisnotonfire you made me cry and shake to the point where my parents had to calm me down and give me calming tablets...,fear,3: high amount of fear can be inferred,3
1727,2017-En-20157,It's 5:55am. I'm hungry but there is no food. #panic,fear,2: moderate amount of fear can be inferred,2
155,2017-En-20267,"Rooney ! Oh dear, oh dear ! Fucking dreadful 🙈⚽️⚽️",fear,1: low amount of fear can be inferred,1
1967,2017-En-20509,i've been rooting for him since the beginning #anxiety #BB18,fear,0: no fear can be inferred,0
1866,2017-En-20733,@ChrisWarcraft The concept that a gay magazine feels like it has to cover terrible people -because they’re gay voices- seems all upside down,fear,0: no fear can be inferred,0
2122,2017-En-20479,#BB18 Michelle crying  again #shocking #bitter He's  just not that into you 😢#TeamNicole,fear,0: no fear can be inferred,0
424,2017-En-20292,@Lrihendry I'm not sure we like this comparison.  USA should emulate #Israel's methods of protecting civilians against #terror attacks,fear,1: low amount of fear can be inferred,1
1333,2017-En-21736,"My wedding is in two weeks and I'm actually really nervous. I just want things to go right, I don't want to get sick or get canceled ;;",fear,3: high amount of fear can be inferred,3
1731,2017-En-20356,"David's #anxiety is going to send him home. As someone who also suffers, learning to look normal is an essential coping skill. #survivor",fear,1: low amount of fear can be inferred,1
1885,2017-En-20032,"Being stuck in the roof of your house provides amazing view but sheer terror of falling down, kinda like life",fear,3: high amount of fear can be inferred,3
227,2017-En-21499,@Dolla_DeLotta They wanna bully the Inhuman.,fear,0: no fear can be inferred,0
608,2017-En-20265,"@Megannn_walsh12 @itsshelleeey never said that,Just not fair how Yous think it's completely okay to bully someone",fear,1: low amount of fear can be inferred,1
669,2017-En-21537,Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont #horror,fear,2: moderate amount of fear can be inferred,2
2094,2017-En-20030,I hate when people say 'I need to talk to you or we need to talk.' My anxiety immediately goes up...,fear,3: high amount of fear can be inferred,3
29,2017-En-20013,#panic Panic attack from fear of starting new medication,fear,3: high amount of fear can be inferred,3
743,2017-En-20382,I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia  #notfair,fear,1: low amount of fear can be inferred,1
696,2017-En-21354,"@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",fear,1: low amount of fear can be inferred,1
1664,2017-En-21206,Dunno y am going to the Yorkshire scare grounds when I only lasted a minute in the Alton towers one before running out a fire exit crying,fear,3: high amount of fear can be inferred,3
856,2017-En-20306,we shiver in the pause between words \nabandonment still fresh upon the tips of our tongues,fear,1: low amount of fear can be inferred,1
1702,2017-En-20491,@BritishBakeOff Val's 'soggy bottom' face will haunt me. Stay strong V-dog!,fear,0: no fear can be inferred,0
1465,2017-En-21679,@LucasDrakeH @realDonaldTrump @GenFlynn @RandPaul @trump2016fan terrorist attack and terrorism already exists in the history of islam.,fear,1: low amount of fear can be inferred,1
169,2018-En-00187,@gautamravi168 @vijatta @RanaAyyub He may hv driven the bus to the terror hiding.,fear,2: moderate amount of fear can be inferred,2
282,2017-En-21676,"Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about #terrorism.",fear,1: low amount of fear can be inferred,1
128,2018-En-03990,"That you have banished your own sadness, the way I am? #somber",fear,0: no fear can be inferred,0
272,2018-En-03935,"Went to bed a 1:30, fell asleep after, my niece started crying at 4. I'm dying... 😧",fear,1: low amount of fear can be inferred,1
595,2017-En-20176,My anxiety is playing around HELP!!!!!,fear,2: moderate amount of fear can be inferred,2
56,2017-En-22154,"Everybody's worried about stopping #terrorism. Well, there's a really easy way: stop participating in it. -  Noam Chomsky",fear,1: low amount of fear can be inferred,1
2082,2017-En-22060,but throughout that entire thing I was shaking rlly bad and my heart was racing and I was almost in tears lmao (thanks mr.*****),fear,3: high amount of fear can be inferred,3
2061,2017-En-22098,"Don't let worry get you down.  Remember that Moses started out as a basket case.  #lol \nToday, choose #faith over #fear #Moses",fear,0: no fear can be inferred,0
1984,2017-En-21452,@CapehartJ agree!  Those latest polls #alarming,fear,2: moderate amount of fear can be inferred,2
922,2017-En-22116,You can make excuses or you can make time. You can't make both. #time #regret #anxiety #LifeCoach,fear,0: no fear can be inferred,0
1122,2017-En-20143,"# ISIS REFERENCES SCRUBBED?  Federal complaint against suspect in NYC, NJ bombings appears to omit terror names in bloody journ...  #news",fear,2: moderate amount of fear can be inferred,2
423,2017-En-21232,@mikefreemanNFL \nIsn't OBrien supposed to be some sort of offensive genius #awful,fear,0: no fear can be inferred,0
296,2017-En-21681,"#heavyheart these last couple of days, who are the cause of this  #fear of losing someone close ? #amerikkka #kkkops #TerenceCrutcher",fear,3: high amount of fear can be inferred,3
1510,2017-En-20172,"@BBCNews 😝 scared of their own horror story they wrote, afraid of the #terror they spread, will #europe start WW3 in 2017 anniversary of WW1",fear,2: moderate amount of fear can be inferred,2
1632,2017-En-20217,Today's alarm shows how unprepared professors and students are when it comes to emergency protocols. We don't know where to go @CalStateLA,fear,1: low amount of fear can be inferred,1
1175,2017-En-21919,I have serious separation anxiety 😭😭💔,fear,3: high amount of fear can be inferred,3
1819,2017-En-21648,@Naya_Eclissu + me!'\n\nAnd that's when she suddenly became quiet as her lips started to tremble \n\n'...........Naya'\n\n'I don't want to +,fear,1: low amount of fear can be inferred,1
717,2017-En-21708,Hope I sleep - no nightmare of Bakewell tarts #yuk #revolting #GBBO,fear,2: moderate amount of fear can be inferred,2
198,2017-En-22186,@christyfrink @stephenyeargin @El_Brandino I once hooked them up backward. Not recommended. #smoke #panic,fear,2: moderate amount of fear can be inferred,2
307,2018-En-03091,I like the #glow in the #dark #fidgetspinner. Not because it glows the dark neither. It feels more lighter and smoother than the others,fear,0: no fear can be inferred,0
1622,2017-En-20277,@mikebairdMP @AndrewConstance @nswtaxi how many sex cases u need before u guys learn UBER is shocking to the consumer unregulated,fear,1: low amount of fear can be inferred,1
57,2017-En-21226,@ChrissyCostanza and have social anxiety. There is many awkward things wrong with me. 😄,fear,2: moderate amount of fear can be inferred,2
1973,2017-En-20025,Super shitting it about this tattoo #nervous,fear,3: high amount of fear can be inferred,3
1631,2017-En-20674,@BlairWitchMovie love new movie\n #BlairWitch #blairwitchproject  #HorrorMovies,fear,0: no fear can be inferred,0
66,2017-En-20886,"Sir, my concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.' - Abraham Lincoln",fear,0: no fear can be inferred,0
693,2017-En-20799,The most important characteristic of leadership is the lack of . #activism #equity #revolution,fear,0: no fear can be inferred,0
343,2018-En-04142,"I'm insecure, but I'm strong. I'm alone, but I'm loved. I'm sad, but I smile.",fear,0: no fear can be inferred,0
708,2017-En-21495,0 excitement for this weekend just pure dread,fear,2: moderate amount of fear can be inferred,2
111,2017-En-21887,"@HillaryClinton Americans for HRC! Now maybe, as you see the world getting rid of terror to save their countries you'll get the  DEMS out.",fear,1: low amount of fear can be inferred,1
893,2017-En-20047,That feeling you get when you know the information but scared you might do bad on a test #collegelife #nervous 😥😥,fear,3: high amount of fear can be inferred,3
961,2017-En-20261,Man city's kit is dreadful!,fear,1: low amount of fear can be inferred,1
1894,2017-En-20256,"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged",fear,1: low amount of fear can be inferred,1
229,2018-En-04045,@LoveIsland #loveisand next time there's a dumping get #Olivia out of there! She's #dreadful and not good for Chris,fear,1: low amount of fear can be inferred,1
792,2017-En-20160,"@JackAndAHat butter up the walls, nightmare",fear,2: moderate amount of fear can be inferred,2
558,2017-En-20101,Andrew's hands start shaking and he says 'I hope I die.. like right now',fear,2: moderate amount of fear can be inferred,2
343,2017-En-20168,@megynkelly We should be ignoring these rioters like the current administration ignores #terrorism. This will obviously make it stop.,fear,2: moderate amount of fear can be inferred,2
1948,2017-En-21340,I hate freaking out and ruining things. ,fear,2: moderate amount of fear can be inferred,2
694,2017-En-22169,#internationaldayofpeace : When white supremacists terrorize everyone of differing cultures online and will continue it offline tomorrow.,fear,2: moderate amount of fear can be inferred,2
734,2017-En-21127,Lets start there,fear,0: no fear can be inferred,0
368,2018-En-02646,"Beware the wrath of an angry, frustrated, #agile grandma with a network. 👵🏼😡 I'm just sayin'. #objectlesson",fear,2: moderate amount of fear can be inferred,2
1363,2017-En-20264,Set n alarm '@Innocentia_T: I wanna nap but I'm scared I'll wake up tomorrow .',fear,1: low amount of fear can be inferred,1
1000,2017-En-21200,My Modern Proverb: 'Don't let anyone intimidate you about being single; most marriages end in divorce.',fear,0: no fear can be inferred,0
2131,2017-En-21014,"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars)  #bars #rap",fear,0: no fear can be inferred,0
1192,2017-En-22119,@theurbanologist the tunnels! I shudder to think of the grimy tweets...,fear,1: low amount of fear can be inferred,1
314,2017-En-21945,Hey @gmail why can I only see 15 sent emails? Where's the thousands gone?  #panic,fear,3: high amount of fear can be inferred,3
1423,2017-En-22057,im so tired but i still have thisbhuge history test in a few minutes i cant afford to get freaked out now oh god if i have an anxiety attack,fear,3: high amount of fear can be inferred,3
1105,2017-En-20881,It's not #dread. It's called #Locks,fear,0: no fear can be inferred,0
667,2017-En-21994,@AnthonyEinzig I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe 🙏🏻 #terror,fear,3: high amount of fear can be inferred,3
1103,2017-En-22049,@_JuliaSteiner : YES ! Right ? I mean I wish you hadn't been discouraged to see #MikeandMolly because so many parallels really -,fear,0: no fear can be inferred,0
1215,2017-En-21896,i had a panic attack the other night because i thought my mum was out but she was actually downstairs and she started bashing around hrjdjd,fear,3: high amount of fear can be inferred,3
318,2017-En-20232,The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin #fear #neurological #USCitizens #Insect #mammal,fear,1: low amount of fear can be inferred,1
1226,2017-En-20125,The focal points of war lie in #terrorism and the #UN needs to address #violentextremism,fear,2: moderate amount of fear can be inferred,2
213,2018-En-03538,I'm so nervous and scared jfnsnzmz,fear,3: high amount of fear can be inferred,3
612,2017-En-20270,@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. ,fear,1: low amount of fear can be inferred,1
1699,2017-En-21544,@JessicaLRohlik you seriously need to pop out of some curtains while matt is filming  to scare the bejesus out of him.,fear,0: no fear can be inferred,0
118,2018-En-01101,Tonight's run.... #restless,fear,1: low amount of fear can be inferred,1
1313,2017-En-21269,@EASPORTSFIFA EA sports technical support team really suprised me 😊 SUPRISED ME AT HOW SHIT THEY WERE ,fear,0: no fear can be inferred,0
803,2017-En-20946,No red card for Gordon there? The ref must be a Celtic fan as that was a shocking challenge.,fear,0: no fear can be inferred,0
1836,2017-En-21898,"Arguing with these people doesn't work anyway, they just threaten to put you in death camps.",fear,1: low amount of fear can be inferred,1
426,2017-En-21911,@BouchetPetersen @libe @dom_albertini @DavidDoucet Imposuture intellectuelle ! #préjugés #intolérance #personnalitéAutoritaire ,fear,0: no fear can be inferred,0
167,2018-En-00257,"Edinburgh is fucked\nThis city is a nightmare to drive 'round! 😖\nOne ways, bus lanes, cameras, feckin' trams! Who's idea was that?!",fear,3: high amount of fear can be inferred,3
1306,2017-En-20328,"From harboring Osama bin Laden to its relationship with Haqqani network, there is enough evidence to prove Pakistan is sponsoring terrorism",fear,1: low amount of fear can be inferred,1
268,2018-En-02308,"----- #phobia = irrational fear of or aversion to something. Synonyms: dread, horror, terror, dislike, distaste, aversion BUT not a crime",fear,2: moderate amount of fear can be inferred,2
2071,2017-En-22224,today afghanistan tell us where the terrorism is planned whaaaooo#UNGA,fear,2: moderate amount of fear can be inferred,2
2215,2017-En-21038,"Show your new job you're not #afraid of new tasks. Take on a #project, be brave, make an #impression. #WorkTiveTruth",fear,0: no fear can be inferred,0
632,2017-En-20089,@MrsCassonC @15_jordyn WAS THERE A CLOWN IN YOUR NEIGHBORHOOD? #nightmare #creepy #EnoughIsEnough,fear,3: high amount of fear can be inferred,3
1626,2017-En-20299,@NinjaWorrier @ali_zimmer @m_pattison How long ago was that? (I shudder to think.),fear,1: low amount of fear can be inferred,1
698,2017-En-20010,procrasting is fun until im an hour away from the time its due and i still havent finished so i have a panic attack,fear,3: high amount of fear can be inferred,3
944,2017-En-21253,Staff on @ryainair FR1005. Asked for info and told to look online. You get what you pay for. #Ryanair @STN_Airport #Compensation #awful,fear,0: no fear can be inferred,0
278,2018-En-03252,@AliceT120 @shaney_waney1 @shaney_waney1 u horrible non gender binary boy go fangirl over some mediocre singers who CANT EVEN SUPPORT,fear,0: no fear can be inferred,0
2067,2017-En-20467,@IPES_44 Mourinho is horrid,fear,0: no fear can be inferred,0
1064,2017-En-20279,Democracy doesn't work\n#mob #mentality #mass #hysteria #fear #mongering #oligarchy,fear,1: low amount of fear can be inferred,1
1041,2017-En-20364,Georgia Tech's Secondary is as soft as a marshmallow.  #horrible,fear,1: low amount of fear can be inferred,1
1370,2017-En-22219,"i hope this comes back to haunt you, then maybe you would know just how it felt to be like me at my lowest",fear,2: moderate amount of fear can be inferred,2
55,2017-En-20075,My roommate talks and laughs in her sleep. It never fails to scare the shit out of me. 🙅🏽😳,fear,3: high amount of fear can be inferred,3
576,2017-En-20353,not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years #terrible,fear,1: low amount of fear can be inferred,1
1578,2017-En-21663,This girl was shaking her drink in the break room and it wasn't fully closed and yeah it's all over the place now including me😑😑😂,fear,0: no fear can be inferred,0
73,2017-En-20073,@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson #shudder,fear,3: high amount of fear can be inferred,3
210,2018-En-03925,@157Gale @GatorDave_SEC I'd be thrilled if he committed but nervous the whole time until NSD. Kid being from Cali makes me nervous.,fear,2: moderate amount of fear can be inferred,2
2008,2017-En-20130,What the fuck is he even doing ? He should be off that's fucking horrific !,fear,2: moderate amount of fear can be inferred,2
254,2017-En-22063,Was actually just watching AHS while half covering my eyes #scared #Roanoke #nightmare #AHSRoanoke,fear,2: moderate amount of fear can be inferred,2
1115,2017-En-20326,How can America be so openly embracing racism. ,fear,1: low amount of fear can be inferred,1
616,2017-En-20316,@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. ,fear,1: low amount of fear can be inferred,1
162,2018-En-00993,@realDonaldTrump You've spent more time and energy protecting Michael Flynn than your own son. You're a coward and an awful parent.,fear,0: no fear can be inferred,0
542,2017-En-21373,"@ddcl2519 @ABC not nice.  Wishing harm on another human being is deplorable.  Your comments show how human, and humane you are. ",fear,0: no fear can be inferred,0
771,2017-En-20296,@GuardianAus @Paul_Karp Maybe 49% support no #Muslim immigration cos they perceive the risk of #Islamist ideology &amp; #terrorism as too high?,fear,1: low amount of fear can be inferred,1
2184,2017-En-20807,The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids #horrible,fear,0: no fear can be inferred,0
1838,2017-En-20237,"@MEAIndia: Virtually every statement by other countries at #UN has referred to #terror as main threat to peace, #Pak still in denial.",fear,1: low amount of fear can be inferred,1
1021,2017-En-20195,"My interview went well today, I can't wait to find out what happens. #nervous #excited #interview #jobinterview",fear,2: moderate amount of fear can be inferred,2
1857,2017-En-20577,#WTF @NYSCHereToHelp @NYSC allows #gym #bully #atmosphere! #jumpship #nasty #atmosphere #unprofessional,fear,0: no fear can be inferred,0
118,2017-En-20455,@Morning_Joe @JoeNBC @mikebarnicle Trump says the refugee situation 'is not just about terrorism it's about quality of life.' Take note.,fear,0: no fear can be inferred,0
273,2018-En-01152,"@Argos_Online customer service is dreadful, phone bill is huge and get passed from person 2 person and keep taking money off my card #idiots",fear,2: moderate amount of fear can be inferred,2
911,2017-En-20298,"@JennyPGR I worry about typos in any email to Simon, draft attached or not...",fear,1: low amount of fear can be inferred,1
189,2017-En-21267,Been up since 4am. Too scared to go back to sleep #nightmare — feeling scared,fear,3: high amount of fear can be inferred,3
140,2017-En-21065,@Burnt_Out_Darth @theaterofscifi thanks. ,fear,0: no fear can be inferred,0
1270,2017-En-21336,Fuck me....what the fuuuuuuuck did I just watch?!?! #STAGESCHOOL is awful.....no that flatters it!! #shocking 😮👎,fear,1: low amount of fear can be inferred,1
226,2018-En-01596,@arunjaitley pls do the action immediately  against  terror.  Otherwise innocent  people  will die.,fear,2: moderate amount of fear can be inferred,2
373,2018-En-04150,"Repeated terror attacks,no1 can define the religion of terrorists.\n1 guy arrested,Terrorists/ism got it's religion.",fear,2: moderate amount of fear can be inferred,2
2203,2017-En-21216,When you're scared to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help  #heart #HeartRacing,fear,2: moderate amount of fear can be inferred,2
2147,2017-En-21494,"@schokokitsune As much as I always eat....so no. -w- \n\nBut I shake all the time, so eeeeh. Maybe I should go see a doctor 'cause of it .w.",fear,2: moderate amount of fear can be inferred,2
2124,2017-En-21999,Tho we haven't talked Jeff but the news is so sad and shocking. R.I.P Jeffrey,fear,3: high amount of fear can be inferred,3
913,2017-En-21709,Hope I sleep - no nightmare of Bakewell tarts #yuk  #GBBO,fear,1: low amount of fear can be inferred,1
1438,2017-En-22145,I'm so restless,fear,2: moderate amount of fear can be inferred,2
971,2017-En-20036,@AHSFX thanks Ryan &amp; Brad for scary the shit out of us in the first episode. Don't think my heart will make it through the s6 #horrific,fear,3: high amount of fear can be inferred,3
1352,2017-En-21558,Have the producers of @soverybritish ever been outside of their country? These are universal problems. #worldwide ,fear,0: no fear can be inferred,0
1219,2017-En-20645,@metrotrains why is there no disabled access at pontefract monkhill? #terrible,fear,0: no fear can be inferred,0
915,2017-En-20059,I Don't know what make #Pakistan fear more their #terrorist or their #terrorism  #TerrorStatePak,fear,3: high amount of fear can be inferred,3
1397,2017-En-20209,"This is the first time I've written anything on this series in over two years, so I'm checking back in for one last nightmare.",fear,2: moderate amount of fear can be inferred,2
368,2017-En-20108,I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows. #fear #fashion,fear,2: moderate amount of fear can be inferred,2
1320,2017-En-22240,#ADHD &amp; #anxiety are #IRRELEVANT\nAnyone will be #EVICTED if a significant amount of rent HAS NOT BEEN PAID \n#mentalhealth aside\n#CantPay,fear,2: moderate amount of fear can be inferred,2
2137,2017-En-22222,Just got done watching Jeepers Creepers it was epic #horror #horrormoviesarebest #movies #movie #horrorfilm 🎬📽🎬,fear,1: low amount of fear can be inferred,1
1155,2017-En-21587,"Searching for someone to date ― on Tinder, at a bar, through friends ― can feel like an absurd nightmare. Or, at least, a series of",fear,0: no fear can be inferred,0
1203,2017-En-20290,"When your body says FUCK YOU BITCH, You ain't sleeping\n#sleep #cantsleep #drained #restless",fear,1: low amount of fear can be inferred,1
827,2017-En-22041,"But this is the internet age, so get mad out of any and all proportion and assume the terrible worst with little to no facts or knowledge.",fear,0: no fear can be inferred,0
531,2017-En-21868,"It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? ",fear,1: low amount of fear can be inferred,1
1753,2017-En-20012,"Im not a #nervouswreck, Im a #nervous #pileup. #GoingCrazy #HelpMe #Insane #Antisocial",fear,3: high amount of fear can be inferred,3
218,2018-En-01667,A trip to the dentist never gets any easier!! #nervous,fear,3: high amount of fear can be inferred,3
1056,2017-En-21839,@ScmCIafIin 'Don't you know how nervous I was to see you?',fear,2: moderate amount of fear can be inferred,2
816,2017-En-21435,Why is it so windy? So glad I didn't ride my bike. #fear #wind,fear,3: high amount of fear can be inferred,3
515,2017-En-20608,@LakersTakeover it ain't that serious. #HOUvsNE #awful #igotbetterthingstodotonightthandie,fear,0: no fear can be inferred,0
442,2017-En-21555,First College Math Test tomorrow #nervous,fear,3: high amount of fear can be inferred,3
527,2017-En-20767,I hate Bakewell tart … anything that tastes of almond essence is just horrid! #GBBO,fear,0: no fear can be inferred,0
1911,2017-En-21302,@jshayevitz @Israel is a #bully worse than #hitler a #demon under #human guise.. its the cause of all #MiddleEast problems!,fear,2: moderate amount of fear can be inferred,2
2125,2017-En-21916,Gosh #anxiety attacks turning into #Panic attacks are fucking ugly ....,fear,3: high amount of fear can be inferred,3
284,2018-En-04103,@Jack_Septic_Eye Grass growing simulator is offended,fear,0: no fear can be inferred,0
353,2018-En-02116,Can't drink all day if u don't start in the morning .. Drake gets me 😛,fear,0: no fear can be inferred,0
765,2017-En-21487,Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep.  #depression,fear,3: high amount of fear can be inferred,3
2221,2017-En-22084,"Does anyone know, are both Sims in a dual sim phone both locked to the same network! #worry",fear,1: low amount of fear can be inferred,1
